author,date,kor_title,eng_title,kor_abstract,eng_abstract
진연경(중앙대학교),2018.04,학교스포츠클럽 운영 경험에 관한 질적 메타분석,A Qualitative Meta-Analysis on the Experience of School Sports Club Operation,"본 연구는 학교체육정책의 내실있는 운영을 위해 학교체육정책의 대표적 사례인 학교스포츠클럽에 관한 교사들의 운영 경험을 종합적으로 분석하는데 그 목적을 두었다. 이를 위해 체계적 문헌고찰(Systematic Review)에 이은 질적 메타분석(Qualitative Meta Analysis)을 실시하였다. 체계적 문헌 고찰을 통해 최종 9편의 질적연구물을 선정하였으며, 9편의 논문은 나장함(2008)과 정순경, 손원경(2016)이 수행한 질적 메타분석 분석방법 수정·보완하여 종합하여 분석하였다. 연구결과, 학교스포츠클럽에 관한 교사의 운영 경험은 부정적, 긍정적 측면이 공존하였다. 부정적인 경험은 소통없는 일방통행 식 정책집행으로 인한 교사들의 업무 과중이 주를 이루었으며, 희생강요, 규제를 위한 등록률 평가, 승리를 추구하는 스포츠 문화, 교사의 가정·학부모·교사로서의 전문성과의 갈등으로 나타났다. 긍정적인 경험은 학생, 지역사회와 협력, 이를 통한 성장으로 나타났다. 이러한 현상을 바탕으로 학교스포츠클럽 운영의 핵심 요소인 ‘부담’이라는 상위적 개념의 메타포를 도출하였으며, 교사들은 스스로 정책시행에서 경험하는 ‘부담’을 줄이고자 학생, 지역사회와 협력을 시도하고 실천하고 있는 것으로 나타났다. 향후 학교스포츠클럽관련 정책의 질적 발전을 위해서는우선 교사의 부담을 줄이기 위한 정책 지원 노력을 아끼지 않아야 하며, 교사로부터 시작된 협력의 움직임을 주목하여 정책 현장과 소통하는 정책으로의 전환을 위한 고민이 필요한 시점이다.","The current study aims to comprehensively analyze the teachers’ experience of operating school sports clubs, which are representative cases of school physical education policy, in order to enhance the understanding of school physical education programs. A systematic literature review was conducted to select ten academic papers for reference, which were analyzed using qualitative meta analysis methodologies used in Na Jang-ham (2008) and Jeong Sun-gyeong and Son Won-gyeong (2016. The current study reveals that the teachers’ experience of school sports club operation is composed of both negative and positive aspects. Negative aspects are mostly composed of excessive workload caused by unilateral school sports club policy execution by the authorities, in addition to registration rate assessments conducted solely for regulation, sports culture focused only on winning, and professional conflicts among the teachers’ roles as homemaker, parent, and teacher. Positive aspects include students, cooperation with the local community, and professional growth. Based on the phenomena that teachers experience, the current study deduces a higher-concept metaphor represented by the term “burden,” which is the key element of school sports club operation. It was also found that the teachers are attempting and practicing cooperation with the students and the local community to reduce such burdens experienced in policy execution. The study suggests that policy support must be provided to the teachers to enhnace the quality of school sports club policies, and that the authorities must make considerations to transition to a policy of communicating with field workers with a focus on cooperations launched by the teachers."
오중근(전주서신중학교),2018.04,체육수업 분위기가 학생들의 체육교과태도 및 수업몰입에 미치는 영향,The effect of physical education class climate on students’ attitude toward physical education and class flow,"수업에서 교사와 학생의 관계가 잘 형성되지 않고 무관심과 지나친 권위로 학생들은 교사에게 두려움과 무서움을 느끼기도 한다. 교사와 학생 간의 원활한 관계형성과 상호작용은 수업 분위기를 형성하는데 중요하다. 이에 본 연구의 목적은 체육수업 분위기가 학생들의 체육교과태도 및 수업몰입에 미치는 영향을 알아보는데 있다. 연구의 목적을 달성하기 위해 중학생 287명을 대상으로 설문조사를 하였다. SPSS 23.0 프로그램을 이용하여 빈도분석, 신뢰도분석, 탐색적요인분석, 상관관계분석, 다중회귀분석을 실시하여 다음과 같은 결론을 얻었다. 첫째, 체육수업 분위기는 체육교과태도에 유의한 영향을 미치는 것으로 나타났다. 둘째, 체육수업 분위기는 수업몰입에 유의한 영향을 미치는 것으로 나타났다. 셋째, 체육교과태도는 수업몰입에 유의한 영향을 미치는 것으로 나타났다. 체육교사들은 강압적인 행동이나 부정적인 언어 사용을 통해 학생들의 수업참여를 유도하기보다는 교사와 학생 간의 원만한 상호작용을 통해 학생중심의 수업 분위기를 조성하여 학생들이 서로 협력하며 학습활동에 참여할 수 있도록 해야 한다.","The relationship between teachers and students in a physical education class is not easily established, because students feel a sense of fear due to teachers’ indifference and excessive authoritarian attitude from time to time. Establishing good relationships and interactions between teachers and students are essential in forming a positive class atmosphere. This study aimed to investigate the effects of physical education class climate on students’ attitude toward physical education and class flow. In order to achieve the aim of this study, questionnaires were conducted with 287 middle school students. Frequency analysis, reliability analysis, exploratory factor analysis, correlation analysis, and multiple regression analysis were performed using the SPSS 23.0 program. The following results were obtained. First, the physical education class climate showed a significant effect on students’ attitude toward physical education. Second, the physical education class climate showed a significant effect on class flow. Third, students’ attitude toward physical education showed a significant effect on class flow. These results suggest that physical education teachers should encourage students to participate in learning activities by creating a student-oriented class climate through smooth interactions with students; rather than encouraging students to participate in class through coercive behavior or use of negative language."
문희수(경희대학교),2018.04,교수단서의 양적 조건이 중학생의 하이클리어 기능수행과 정보기억량에 즉각적으로 미치는 영향,The Immediate Effects of Various Cue Numbers on Middle School Student’s Motor Skill Learning and Cognitive Information,"본 연구의 목적은 집단별 교수단서의 양적 조건이 중학생의 운동수행과 정보기억량에 즉각적으로 미치는 영향을 밝히는 데 있었다. 이를 위하여 H도시 B중학교 3학년 4개 학급에서 기본운동능력 검사를 통해 운동기능수행에 이상이 없는 100명의 학생(남: 41명, 여: 59명)을 연구대상자로 선정하였다. 실험집단은 교수단서를 3개 제공한 (A)집단, 교수단서를 5개 제공한 (B)집단, 교수단서를 7개 제공한 (C)집단과 통제집단(D)으로 구성하였다. 각 집단별 학생들은 자신에게 배정된 과제제시를 제공받은 직후 배드민턴 하이클리어 동작을 10회 수행하고 정보기억량을 측정하기 위해 인터뷰를 실시하였다. 본 연구에서는 집단 간의 동작수행과 정보기억량을 비교 분석하기 위하여 Separate Kruskal Wallis Test를 사용하였으며, 각 집단별 차이를 분석하기 위해 두 집단씩 Mann Whitney Test를 사용하여 비교하였다. 연구 결과, 배드민턴의 하이클리어 학습에서 학생의 기능향상은 교수단서의 양과 상관없이 단서를 제공받은 집단이 단서를 제공받지 못한 집단보다 효과적이었다. 구체적으로 교수단서의 개수에 따라 학생들의 동작수행과 정보기억량에는 차이가 있는 것으로 나타났으며, 동작수행에 있어서는 교수단서를 5개 제공한 B집단이 가장 좋았으나, 정보기억량은 교수단서를 7개 제공한 C집단이 가장 좋았고, B집단이 다음으로 높은 정보기억량을 나타냈다. 본 연구에서 가장 효과적인 집단은 동작수행이 가장 높고, 정보기억량도 C집단과 근소한 차이인 B집단이라고 할 수 있다. 따라서 본 연구는 적절한 교수단서의 양을 5개로 제공하는 것이 학생들의 동작수행능력과 정보기억량에 가장 효율적이라는 사실을 보여주고 있다. 추후 대상자 연령, 기능수준, 과제성격에 따른 차이는 여전히 명확히 밝혀진 바 없어 후속연구를 통해 밝혀져야 할 과제로 남아있다.","The purpose of this study was to determine the effects of four different numbers of cues on motor skill performance and cognitive information in the middle school physical education classes. The subjects for this study were one hundred(41 males and 59 females) third grade students who were selected based on skill test at B middle school in H city. All students were randomly assigned to four conditions: (a) same verbal explanation with demonstrations and 3 cues; (b) same verbal explanation with demonstrations and 5 cues; (c) same verbal explanation with demonstrations and 7 cues; (d) Control - no task presentation. Variables analyzed were the high clear performance and the amount of information students remembered. After watching the assigned video tape, each subjects performed badminton high clear 10 times, and was interviewed afterwards. All performances were recorded by 2 video cameras installed at front and side. Interviews were conducted using a video camera and a microphone to measure the amount of information immediately after the skill performance. Data were analyzed using Separate Kruskal Wallis Test to determine the performance and the information memory ability of the group. In addition, two groups were compared using the Mann Whitney Test to compare differences between groups. The results of this study indicated that providing any types of cues was better than providing no information at all for students’ skill learning. The group B was the highest on skill performance, and the group C was the best and the group B showed the next highest on information memory information. The study concluded that the experimental condition of same verbal explanation with demonstrations and 5 cues showed the best performance and information memory ability. Thus, this study reveals that providing appropriate number of cues is an critical for students’ motor performance and information memory ability."
이옥선(서울대학교),2018.01,중등 체육교사의 자발적 전문성 개발 활동 참여 형태 및 특성,Characteristics of secondary physical education teacher’s voluntary professional development activities - Focusing on activities other than formal teacher training courses,"본 연구의 목적은 중등 체육교사들의 공식적 연수 이외 자발적 전문성 개발 활동의 참여 형태와 특성을 분석하고 공식적 연수 이외 전문성 개발 활동의 교육적 가치를 증진하기 위한 방안을 탐색하는 데 있다. 이를 위하여 중등 체육교사(n=251)를 대상으로 온라인 설문과 심층면담(n=20)을 실시하여 자발적 전문성 개발활동의 참여 형태, 기간, 방법 및 교사와 학생에의 효과에 대한 자료를 수집하였다. 분석 결과, 251명의 교사로부터 총 7가지 유형의 자발적 전문성 개발 활동이 보고되었으며, 독서(22.1%), 웹사이트 검색(21.6%), 교사학습공동체(20.1%), 장학(18.2%), 대학원(7.6%), 학회(5%), 연구대회 참가(4.3%), 기타(1.1%)의 순으로 나타났다. 한편, 교사들이 인식하는 효과는 웹사이트(3.27/4.00)와 학습공동체 참여 (3.24/4.00)에서 높게나타났다. 자발적 전문성 개발 활동의 참여 동기는 교수·학습능력 향상, 수업 고민의 공유와 해결, 인적 네트워크의 확장, 동료교사로부터의 정서적 지지 획득과 같이 공식적 전문성 개발 활동의 참여 동기와 크게 다르지 않았다. 체육 교사들은 즉각적 문제해결, 언제, 어디서든 배울 수 있는 경험을 자발적 전문성 개발활동의 특징으로 인식하고 있었다. 이러한 자발적 전문성 개발 활동이 극복해야 할 과제로는 증거기반(evidence-based) 자료를 제공할 수 있는 외적 지원 필요, 즉각적 필요를 넘어서는 장기적인 안목의 형성, 교사를 전문성 개발의 적극적 주체자로 인정하는 방향으로의 변화가 필요한 것으로 나타났다.","The purpose of this study was to analyze the forms and characteristics of voluntary professional development activities other than the formal teacher training courses of secondary physical education(PE) teachers and to explore ways to enhance the educational values of professional development activities. To do this, online questionnaires (n=251) and in-depth interviews (n = 20) were conducted with secondary PE teachers to collect data on the types, duration, and effects of professional development activities. As a result of the analysis, 7 types of voluntary professional development activity were reported from 251 teachers; reading (22.1%), web site search (21.6%), teacher learning community (20.1%), supervision (18.2%), graduate school (7.6%), conference (5%), participation in research competition (4.3%) and others (1.1%). On the other hand, teachers"" satisfaction were higher in the order of website (3.27 / 4.00) and teacher learning community (3.24 / 4.00). The motivation for participation in voluntary professional development activities was not significantly different from the motivation for participation in formal professional development activities such as improvement of instructional skills and knowledge, sharing concerns, extending human networks, and obtaining emotional support from colleagues. Physical education teachers recognized the value of voluntary professional development in obtaining immediate solution for problems and learning anytime, anywhere. In order to strengthen the educational values of voluntary professional development activities there should be external support that can provide evidence-based materials, establishing long-term developmental goals beyond satisfying immediate needs of teachers, and the recognition of teachers as active agents of professional development."
이의재(서강대학교),2018.01,여학생 체육활성화 선도학교 운영 경험에 관한 셀프연구,A Self-Study on Operation Experience in Leading School for Female Students’ Physical Education Revitalization,"본 연구는 여학생 체육활성화 선도학교 운영 과정에서의 한 개인의 경험과 고민에 관한 셀프 연구이다. 여학생 체육활동 활성화를 위해 노력하는 한 개인의 경험을 탐색하고 그 과정에서 나타난 개인적‧사회적 변화와 당면한 고민거리 탐구에 초점을 두었다. 이를 위해 비판적이고 자기성찰적인 회상을 주요방법으로 하는 자서전적 방법을 활용하였으며, 내러티브 텍스트 서술 형태로 기술 ‧ 분석하였다. 본 연구에서는 여학생을 체육활동에 참여하도록 이끌어낸 과정과 운영에 대한 한 개인의 경험을 생생하게 담았으며, 이를 통해 개인적 사회적 변화와 고민을 논의하였다. 여학생 체육활동 활성화 노력을 통해 체육활동에 수동적 참여자에서 능동적이고 주체적 참여자로 변화한 여학생, 동료교사와 관리자의 변화, 또 교사인 ‘나’의 변화가 가져온 ‘지혜로운 경험’의 의미를 기술하였으며, 이와 같은 결과가 향후 여학생 체육활동 활성화를 실천하고자 하는 이들에게 공유되고, 지속적이고 발전적으로 실천할 수 있는 여학생 체육활동 활성화의 지향점을 모색하고자 하였다.","The purpose of this self-study is to address personal experience and concerns about a model school on the promotion of girls’ physical activities. This study focuses on investigating significant changes as well as concerns, which have arisen from the experience of an individual, as a physical educator, who has been trying to invigorate girls’ physical activities. Specifically, this study has been described and analyzed based on a personal narrative text by utilizing autobiography as the main methodology in order to examine the experience of the person with a critical and self-reflective perspective. In conclusion, this study describes some significant changes of; 1) girls’ students who have become an active and interdependent participators in physical activities,; 2) colleagues and supervisors who have become a reliable supporters for the promotion,; 3) myself, as a teacher in physical education, who has been changed by the ‘wisdom’ experience. Finally, this study concludes with an in-depth discussion about the ways in which girls’ physical activities should be constantly promoted by sharing this paper with people who hope to activate girls’ physical activities."
남현(경북대학교),2018.01,"초등 체육전담교사의 임파워먼트, 교사헌신, 직무만족 간의 구조적 관계 모형분석","Relationships among teacher empowerment, commitment, and job satisfaction in elementary physical education using structual equation modeling","본 연구는 교사 임파워먼트를 투입요인으로, 교직헌신을 과정요인으로, 직무만족을 결과요인으로 하는 구조적 관계 모형을 설명하는 것이 목적이다. 연구대상은 G도와 D광역시에 근무하고 있는 초등학교 체육전담교사로서 초등학교 680개교에서 근무하고 있는 712명의 체육전담교사들을 조사대상으로 선정하여 성별, 교육경력, 전담경력, 최종학력, 전공, 직급으로 분류하여 표집하여 설문지를 우편발송하였으며 624부를 회수하였다. 회수된 설문지 중에 결측치가 있거나 불성실하게 응답한 49부를 제외하고 575부 의 설문지를 분석하였다. 본 연구에서 사용된 측정도구인 임파워먼트(empowerment) 측정 문항은 Short와 Rinehart(1992)가 개발한 임파워먼트(empowerment) 검사도구, 교사헌신 측정 문항은 Mowday, Porter와 steers(1979)의 검사도구, 마지막으로 직무만족 검사 도구는 Specter(1985)가 개발한 직무만족 검사도구로 구성되어 있다. 자료처리는 SPSS 23.0과 AMOS 18.0을 이용하였고, 확인적 요인분석(confirmatory factor analysis)과 경로분석을 통해 구조적 모형분석(structural equation model: SEM)을 실시하여 자료를 처리하고 통계분석을 실시하였다. 초등학교 체육전담교사의 임파워먼트, 교사헌신, 직무만족 간의 구조적 관계를 조사해 본 결과 다음과 같은 결론을 얻을 수 있었다. 첫째, 임파워먼트가 교사헌신에 정(+)적 영향을 미치는 것으로 나타났다. 둘째, 교사헌신은 직무만족에 정(+)적 영향을 미치는 것으로 나타났다. 셋째, 임파워먼트가 직무만족에 이르는 경로는 영향을 미치지 않는 것으로 나타났다. 그러나 임파워먼트가 직접적으로 직무만족에 미치는 영향과 교사헌신이 매개가 되어 직무만족에 간접적으로 미치는 영향을 분석한 결과 임파워먼트가 직무만족에 직접 미치는 효과는 유의하지 않은 것으로 나타났으며, 간접효과는 유의한 것으로 나타났다. 이는 교사의 임파워먼트, 교사헌신, 직무만족 간에 관계가 있다는 것을 의미하며, 교사의 임파워먼트 지각을 통해 교사헌신과 직무만족 증진에 도움을 줄 수 있는 참고자료로 활용될 수 있을 것이다.","The purpose of the study, we try to clarify the actual part of the school field by examine the relationships among teacher empowerment as a factor of input, teaching commitment as a process factor, and job satisfaction as a result factor. The subjects consisted of 437 elementary physical teachers in elementary special teacher, Confirmatory Factor Analysis(CFA) was conducted using the Amos 21.0 program. In order to test the hypotheses about the structural relationship among physical education teachers"" empowerment, teacher commitment, and job satisfaction, a structural equation model(Structural Equation Modeling) was constructed and the fitness and hypothesis test results were derived. The results of this study can be summarized as follows: The structural relationship among empowerment, teacher commitment, and job satisfaction showed a significant structural relationship. And the path of empowerment to teacher commitment, teacher commitment to job satisfaction had positive effects. And the direct effects of empowerment on job satisfaction were not significant, and the indirect effect was not significant. The effects of teacher empowerment itself on teacher commitment and teacher commitment on job satisfaction were statistically significantly high. In addition the indirect effects through teacher commitment was confirmed to be large. This implies that teachers"" empowerment, teacher commitment, and job satisfaction are related to each other. The conclusions of this study can be presented as the perception of teachers’ empowerment can help to increase teachers"" commitment and job satisfaction."
김영미(공주대학교),2018.01,생존수영 교육맥락의 질적 이해를 통한 교육내용과 지도자 전문성 개선 방안 탐색,A Study on the Improvement of Contents and Expertise through Qualitative Understanding of the Survival Swimming Educational Context,"본 연구에서는 체험과 실제성을 강조하는 ‘안전’ 교육이 강화되는 현재의 체육 교육 동향을 고려하고 국내외 생존수영 현황과 동향을 분석함으로써, 우리나라에서 지역별로 확대 및 실행되는 ‘생존수영’ 교육의 실천적 맥락과 역동적 상황을 이해하고 그 의미를 탐색하고자 하였다. 본 연구는 문화기술지적 접근에 의거하여 심층면담, 핵심집단면담, 참여관찰, 일지 등을 통한 자료수집과 연구자의 상호주관적 해석 과정을 거쳤다. 이를 위해, 연구자를 포함하여 서로 다른 지역에서 생존수영을 장기간 교육하고 있는 총 네 명의 생존수영 지도자이자 수영 전문가들을 선정한 후, 생존수영 현장에 대한 이해를 위하여 연구참여자들의 교육현장과 경험적 이야기에 근거하여 수행하였다. 연구결과는 생존수영 교육환경, “무엇을, 어떻게” 가르치는가, “누가” 가르치는가에 대한 총 3가지 문제로 논의되었다. 첫째, 생존수영 교육환경에서는 ‘양과 질의 부조화’가 나타났고 둘째, 교육내용 및 방법과 관련해서는 내용의 수준 차이, 교수-학습의 착의 상태, 생존수영 프로그램 방향 탐색의 어려움이라는 세 가지 딜레마가 드러났다. 마지막으로, 가르치는 주체와 관련한 전문지도자의 자질 및 교사와의 역할 차별화, 전문성과 자격증에 대한 논의가 있었다. 궁극적으로, 보다 나은 국내의 생존수영 내용과 전문성 개선을 위하여 ‘교육내용’의 체계화와 공식성, ‘교육방법’의 자율화와 실제성, ‘교육정책’의 제도화와 구체성을 제안한다.","The purpose of this study is to explore and describe the understanding and meanings of the educational context of ""survival swimming"", which have been disseminated and performed in Korea. Especially, the domestic and foreign ""survival swimming"" has been analyzed and focused on the present trend of emphasizing on ""safety education"", considering experience and practice in the school physical education. This study is based on ethno-graphic approach and its procedures. Data of this study has been mainly collected by in-depth interviews, focus group interviews, participant observations, field notes, diaries and other documents. Four participants including researcher have been selected considering swimming careers, certification, expertise and experience of teaching of ""survival swimming"" in school. And the interpretation of these data has been based on the participants"" voices and their fields for ""emic"" qualitative understanding. In this study, three different result themes for educational context of ""survival swimming"" have been described. That is, educational environment of survival swimming, ""what and how"" should we teach survival swimming, and ""who"" can teach survival swimming. First, the phenomenon of mis-match between quantity and quality has appeared in educational environment of survival swimming. Secondly, there are three faced dilemmas in regard to the contents and instruction such as (1) level difference in the concrete educational contents in survival swimming, (2) clothing wearing situation in the field while teaching and learning survival swimming, and (3) direction of the survival swimming program and setting. Finally, there are professional qualification, role conflict and certification of the instructors. Ultimately, this paper suggests that (1) systematization and official of the educational contents, (2) liberalization and authenticity of the instructional method, and (3) institutionalization and concreteness of the educational policy in the survival swimming."
이송은(Purdue University),2018.01,대학 학생선수를 위한 특수목적영어 탐구,A Study on English for Specific Purposes (ESP) for College Student Athletes : From the Perspectives of Elite Sport Coaches,"본 연구는 대학 학생선수들을 위한 특수목적영어 교육과정을 설계하기 위해 고려해야 할 교육 수요자들의 요구, 교육내용, 교수·학습방식을 분석하는 데 그 목적이 있었다. 대학 학생선수 및 국가대표 선수 경험이 있고, 국가대표 선수들을 15년 이상 지도한 전문체육지도자 네 명이 본 연구에 참여하였고, 연구 자료의 수집은 연구 참여자들과의 심층면담을 통해 이루어졌다. 심층면담의 질문은 지도자들의 관점에서 본 학생선수들의 영어 사용 능력, 영어 학습에 대한 요구와 필요성, 그들에게 필요한 영어 교수 학습 전략, 영어 학습을 통한 진로확대 가능성 등에 중점을 두어 구성하였으며, 면담은 연구 참여자 개개인과 각각 3회씩, 총 12회에 걸쳐 진행되었다. 수집된 연구 자료는 분석적 귀납접근법을 적용하여 분석되었으며 이를 통해 도출된 결과는 다음과 같다. 첫째, 대학 학생선수들의 영어사용능력은 어휘력과 문법 지식, 독해 및 회화 능력부분에서 매우 미흡한, 기초 수준에 그치고 있다는 것이 지도자들의 인식이었다. 그 중에서도 영어를 듣고 말하는, 의사소통 능력이 결여되어 있는 것이 가장 큰 문제점이었다. 둘째, 지도자들은 국제 경기나 해외훈련에서 외국 선수, 지도자들과 접촉할 기회에 원활한 의사소통을 할 수 있도록 도와주는 전문체육인들을 위한 차별화된 영어 교육의 필요성을 강조하였다. 셋째, 특수목적 영어교육에 적용되어야 하는 교수·학습전략으로 지도자들은 각 종목별로 빈번하게 사용되는 전문 용어, 담화 구조 등을 파악하여 실효성 있는 영어 교육 프로그램을 개설해야 한다고 주장했다. 넷째, 연구 참여자들은 특수목적영어 교육을 통해 학생선수들의 영어 교육에 대한 요구가 충족되고 그들의 영어 구사 능력이 향상된다면, 대학 학생선수들이 그들의 전문성을 발휘할 수 있는 보다 다양한 진로를 개척할 수 있을 것으로 전망했다.","The present study explores Korean college student athletes’ English language proficiencies, needs for specialized English education, and effective English teaching strategies to develop an English for Specific Purposes (ESP) program for elite sports athletes. Four elite sports coaches participated in the study: all student athletes, past national team members, and national team student athlete coaches for more than 15 years. The researchers collected data through semi-structured in-depth interviews; each participant was interviewed three times. The researchers audio-recorded and transcribed all of the interviews; then, the researchers reread the interview transcripts and inductively produced codes for themes whenever emergent codes appeared. Verbatim quotations from the interviews are excerpted in the present research report. The findings indicate that, first, the majority of the college student athlete participants have very low English proficiencies; they are deficient in English listening and speaking abilities in particular, which the participants are most concerned about. Second, the participants strongly call for systematic and specialized English education that cultivates student athletes’ communicative abilities with the goal of coming to mutual understanding with foreign athletes and/or leaders at international sports games or training events. Third, the participants argue that English instructors should analyze frequently used vocabulary, expressions, and discourse structures for each area of sports and assist student athletes in practicing them so that they are able to utilize them in real English discourse situations. Finally, the participants predict that if Korean student athletes are equipped with English proficiencies and able to communicate with international sports experts through an ESP program, then they should be able to proceed successfully into more diverse and international professional careers."
변우식(제주대학교),2018.01,체육 학습지원을 위한 놀이형 운동기능검사 개발,Development of Game-type Skill-related Physical Fitness Test for Screening Underachieved Elementary School Students in Physical Education,"운동기능이 떨어지는 초등학생 대부분은 고학년이 될수록 체육수업에 적응하지 못하고 이로 인해 또래 친구들로부터 소외를 받아 전반적인 학교생활에까지 부정적인 영향을 받게 된다. 이 연구의 목적은 전문화된 움직임이 형성되는 초기단계이고 체육교과 수업이 시작되기 직전 학년인 초등학교 2학년을 대상으로 체육학습 능력이 떨어지는 학생들을 위한 운동기능검사를 개발하는 것이다. 본 검사는 검사를 위한 별도의 시간을 들이지 않고 정규 체육교과 수업 자료로 활용할 수 있으며, 초등학생들이 어려워하지 않고 흥미를 느낄 수 있는 놀이형으로 제작한 것이 특징이다. 최종 선정된 놀이형 운동기능검사 종목은 민첩성, 순발력, 평형성, 스피드 및 협응성을 각각 측정할 수 있는 콩주머니 나르기, 10단 멀리뛰기, 평균대 8자 돌기, 50m 달리기, 콩주머니 던지기이다. 놀이형 운동기능검사의 검사-준거 관련성은 기존 운동기능검사인 왕복달리기, 제자리 멀리뛰기, 평균대 걷기, 농구공 드리블 종목과의 상관으로 확인하였는데, 종목간 r 값이 .39∼0.79 사이로 나타나서 검사간 유사성이 확인되었다. 30명의 학생을 대상으로 1주 간격을 두고 검사-재검사를 실시한 결과, 상관계수가 .88∼.98로 나타나서 검사의 안정성이 확인되었다. 검사 기준은 하위 25%를 체육 수업에 흥미를 잃어버릴 수 있는 학생으로 체육활동 참여를 독려해야 하는 ‘활동 독려군’으로, 하위 5%는 체육 학습부진 정도가 심각한 학생으로 단순히 체육 활동을 유도하는 것이 아니라 적극적인 지도가 필요한 ‘정밀 지도군’으로 설정하였다. 이 연구에서 개발된 놀이형 운동기능검사는 조기에 체육 학습 능력이 부족한 학생을 파악하여 정규 체육시간은 물론, 방과 후 스포츠 활동에 참여하도록 유도함으로써 운동기능 향상뿐만 아니라 전반적인 학교생활에 긍정적인 영향을 미치는데 도움을 줄 수 있을 것이다.","This research is to develop the game-type test tool which can be used as subject contents in regular class for elementary school second graders who begin to form specialized motion before beginning independent physical education class. This test aims to select underachieved students in physical education and to make teachers and parents have interest in students’ physical abilities to induce underachieved students in physical education to positively participate in regular physical education class and after-school sports activities. The subjects of this research are a total of 410 eight-year-old second graders(male: 218, female: 192) of 7 elementary schools in the regions of Jeju, Seoul, Incheon, Chungnam, and Jeonbuk. The game-type skill related physical fitness test events were determined by the specialists meeting in which 5 elementary school physical education teachers were selected from the subject contents of “Pleasant Life” which is the integrated study module for current second graders. The finally selected game-type skill-related physical fitness test events are beanbag carrying, triple long jump, balanced beam 8 figure circling, the 50 meter sprint, beanbag throwing in which agility, power, balancing, speed, and coordination capability can be measured, respectively. The test-standard correlations of the game-type skill-related test were confirmed through the correlations between the existing skill-related physical fitness test events: round-trip running, standing long jump, balance beam walking, the 50-meter sprint and ball dribbling, and the r values between the events were 0.39~0.79, which confirmed the similarity between the two tests. The reliability of the game-type skill-related physical fitness test was verified by conducting tests-retests on 30 students at intervals of 1 weeks. The criteria of selecting the underachieved students in physical education were determined preliminarily with the judgmental standard setting method and the bottom 25 percent to 5 percent place on a percentile basis. Follow-up researches on the criteria of selecting underachieved students in physical education by diverse criteria and standard setting methods are expected to be conducted."
이대중(전주평화중학교),2018.01,여중생의 학교스포츠클럽 배구부의 참여 경험과 교육적 의미 탐색,An Exploration on the educational meaning and experience of female students participating in the school volleyball club,"이 연구의 목적은 여중생들이 학교스포츠클럽 배구부에 참여하면서 나타나는 경험이 무엇이고, 그 경험에 대한 교육적 의미를 이해하고자 하는 것이다. 이를 위해서 학교스포츠클럽 배구부에 참여하고 있는 여중생 6명을 선정하였으며, 참여일지와 심층면담을 통하여 수집한 자료는 귀납적 범주 분석을 통하여 처리하였다. 연구 결과, 6명의 참여자는 배구부 참여 과정에서 ‘편견의 대면’(친구의 편견, 부모의 편견, 자아에 대한 편견) ‘참여유인과 참여갈등의 공존’(참여유인-성취감, 바른생활에 대한 만족감, 소속감, 부모님의 인정과 관심, 교사와의 관계 개선, 참여갈등-남자 배구부와의 갈등, 포지션 경쟁, 이해가 부족한 지도에 대한 스트레스, 무의식적 비교에 노출된 환경) ‘실존할 공간(소중한 존재, 학교생활의 활력소)을 경험하였다. 이러한 경험의 교육적 의미는 ‘노력의 앎과 끈기의 획득’, ‘이기심이 이해로’, ‘자아탄력성의 강화’ 등으로 도출되었다. 연구 결과는 여중생들의 학교스포츠클럽 참여 경험에 대한 이론적 실천적 자료를 제공하고 나아가 여중학생의 학교스포츠클럽 활동을 활성화하는 데 시사점을 제공하는 계기가 될 것이다.","The purpose of this study is to understand the experience of female students participating in the school volleyball club and educational meaning of such; six school girls were selected from the school volleyball club. Data collected through participation log and in-depth interviews were processed through inductive analysis. As a result of the study, six participants experienced in confronting prejudice of friends and parents as well as prejudice of oneself; attractions and conflicts of participation coexist (attractions- sense of achievement, satisfaction with good leisure life, feeling of belonging, recognition and interest of parents, the improvement of the relationship with the teacher vs conflicts with the male volleyball team, the competition over volleyball position, stress on the lack in poor instruction and intensive environment of unconscious comparison); and practical space (precious thing and vitality of school life). The educational meaning of such experience was derived from ""fruitful effort and acquisition of persistence"", ""changing from selfish to empathetic"", and ‘strengthening resilience"". The results of this study will provide the theoretical and practical data on the experience of female middle school students ""participating in school sports clubs, and promote the sports club activities of female middle school students."
